Tipo de actividad,Fecha,Favorito,Título,Distancia,Calorías,Tiempo,Frecuencia cardiaca media,Frecuencia cardiaca máxima,Cadencia de carrera media,Cadencia de carrera máxima,Velocidad media,Velocidad máxima,Ascenso total,Descenso total,Longitud media de zancada,Relación vertical media,Oscilación vertical media,Tiempo medio de contacto con el suelo,Cadencia media de pedaleo,Cadencia de pedaleo máxima,Normalized Power® (NP®),Training Stress Score®,Potencia media máxima (20 minutos),Potencia media,Potencia máxima,Dificultad,Fluidez,Brazadas totales,Swolf medio,Velocidad media de palada,Repeticiones totales,Series totales,Tiempo de inmersión,Temperatura mínima,Intervalo en superficie,Descompresión,Mejor tiempo de vuelta,Número de vueltas,Temperatura máxima,Tiempo en movimiento,Tiempo transcurrido,Altura mínima,Altura máxima
Ciclismo virtual,2022-02-21 19:29:59,false,"Indoor","25.08","299","00:52:59","--","--","0","0","28.4","47.0","133","--","0.00","0.0","0.0","0","72","97","105","0.0","114","99","203","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:00.00","14","0.0","00:51:44","00:53:35","10","34"
Caminar,2022-02-20 16:48:04,false,"Bogotá, D.C. Caminar","2.42","134","00:42:53","110","140","86","152","17:44","8:33","6","11","0.66","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","07:14.10.5","3","0.0","00:42:36","00:51:27","2,576","2,596"
Caminar,2022-02-20 15:36:46,false,"Bogotá, D.C. Caminar","0.66","39","00:12:56","115","141","78","157","19:43","13:51","2","4","0.65","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","12:56.32.8","1","0.0","00:12:52","00:15:22","2,591","2,594"
Ciclismo virtual,2022-02-20 08:32:14,false,"Indoor","38.10","471","01:27:07","--","--","0","0","26.2","43.8","225","--","0.00","0.0","0.0","0","77","94","100","0.0","104","94","163","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:59.00","26","0.0","01:26:31","01:27:07","41","71"
Ciclismo en sala,2022-02-20 08:31:48,false,"Ciclismo en sala","35.71","595","01:27:04","159","176","0","0","24.6","30.8","--","--","0.00","0.0","0.0","0","76","121","--","0.0","--","0","0","0.0","0.0","6631","0","0","0","--","0:00","0.0","0:00","No","01:27:04.17","1","0.0","01:26:25","01:27:28","--","--"
Caminar,2022-02-19 17:27:42,false,"Bogotá, D.C. Caminar","1.27","61","00:18:03","103","123","96","152","14:13","10:27","5","4","0.73","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","04:27.07.1","2","0.0","00:17:56","00:18:42","2,588","2,600"
Ciclismo virtual,2022-02-17 20:02:39,false,"Indoor","17.04","283","00:55:15","--","--","0","0","18.5","78.4","318","--","0.00","0.0","0.0","0","69","187","103","0.0","103","92","319","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:30.00","22","0.0","00:52:56","00:55:14","97","183"
Ciclismo en sala,2022-02-17 20:02:33,false,"Ciclismo en sala","19.38","348","00:53:16","149","174","0","0","21.8","39.9","--","--","0.00","0.0","0.0","0","71","152","--","0.0","--","0","0","0.0","0.0","3765","0","0","0","--","0:00","0.0","0:00","No","53:16.14.7","1","0.0","00:52:41","00:56:29","--","--"
Ciclismo en sala,2022-02-14 19:52:27,false,"Ciclismo en sala","20.20","336","00:50:20","151","168","0","0","24.1","26.1","--","--","0.00","0.0","0.0","0","73","92","--","0.0","--","0","0","0.0","0.0","3706","0","0","0","--","0:00","0.0","0:00","No","50:19.78.9","1","0.0","00:50:07","00:50:31","--","--"
Ciclismo en sala,2022-02-13 17:01:03,false,"Ciclismo en sala","35.72","612","01:40:17","147","158","0","0","21.4","32.4","--","--","0.00","0.0","0.0","0","67","109","--","0.0","--","0","0","0.0","0.0","6717","0","0","0","--","0:00","0.0","0:00","No","01:40:17.10.3","1","0.0","01:40:12","01:40:41","--","--"
Ciclismo virtual,2022-02-13 17:00:22,false,"Indoor","43.06","565","01:41:29","--","--","0","0","25.5","60.0","334","--","0.00","0.0","0.0","0","67","109","102","0.0","109","97","249","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:41:28.52.5","1","0.0","01:40:44","01:41:27","-6","132"
Ciclismo virtual,2022-02-12 07:23:08,false,"Indoor","20.93","252","00:46:20","--","--","0","0","27.1","45.8","122","--","0.00","0.0","0.0","0","69","84","100","0.0","100","95","181","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","46:20.46.8","1","0.0","00:46:15","00:46:19","-6","23"
Ciclismo en sala,2022-02-12 07:23:05,false,"Ciclismo en sala","17.04","316","00:46:20","149","170","0","0","22.1","27.4","--","--","0.00","0.0","0.0","0","68","85","--","0.0","--","0","0","0.0","0.0","3189","0","0","0","--","0:00","0.0","0:00","No","46:19.83.6","1","0.0","00:46:17","00:46:20","--","--"
Ciclismo en sala,2022-02-11 05:51:49,false,"Ciclismo en sala","27.44","416","01:04:35","148","173","0","0","25.5","34.5","--","--","0.00","0.0","0.0","0","76","133","--","0.0","--","0","0","0.0","0.0","4939","0","0","0","--","0:00","0.0","0:00","No","01:04:34.81","1","0.0","01:04:33","01:04:35","--","--"
Ciclismo virtual,2022-02-11 05:51:11,false,"Indoor","29.63","320","01:05:19","--","--","0","0","27.2","41.5","72","--","0.00","0.0","0.0","0","76","133","92","0.0","100","85","260","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:20.10.3","16","0.0","01:05:14","01:05:18","52","65"
Carrera,2022-02-10 06:38:31,false,"Bogotá, D.C. Carrera","3.10","180","00:25:14","171","184","144","158","8:08","6:30","16","17","0.85","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","25:13.98.9","1","0.0","00:25:09","00:25:17","2,564","2,582"
Ciclismo virtual,2022-02-09 05:57:35,false,"Indoor","18.23","280","00:55:21","--","--","0","0","19.8","79.0","328","--","0.00","0.0","0.0","0","74","93","94","0.0","98","88","183","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:22.00","20","0.0","00:55:15","00:55:15","97","183"
Ciclismo en sala,2022-02-09 05:57:23,false,"Ciclismo en sala","24.18","381","00:55:14","149","170","0","0","26.3","33.5","--","--","0.00","0.0","0.0","0","75","96","--","0.0","--","0","0","0.0","0.0","4083","0","0","0","--","0:00","0.0","0:00","No","55:13.63.9","1","0.0","00:54:33","00:55:16","--","--"
Ciclismo en sala,2022-02-07 20:04:14,false,"Ciclismo en sala","19.05","344","00:50:01","151","179","0","0","22.8","30.1","--","--","0.00","0.0","0.0","0","69","88","--","0.0","--","0","0","0.0","0.0","3483","0","0","0","--","0:00","0.0","0:00","No","50:01.49.9","1","0.0","00:49:58","00:51:21","--","--"
Ciclismo virtual,2022-02-07 20:04:12,false,"Indoor","21.03","253","00:51:30","--","--","0","0","24.5","56.5","174","--","0.00","0.0","0.0","0","68","86","97","0.0","110","86","231","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:16.00","14","0.0","00:50:09","00:51:29","279","317"
Entreno de fuerza,2022-02-06 19:16:04,false,"Fuerza","0.00","131","00:44:45","99","134","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","44:44.94","1","0.0","00:44:45","00:44:45","--","--"
Ciclismo virtual,2022-02-06 18:53:36,false,"Indoor","8.07","115","00:18:21","--","--","0","0","26.4","58.7","94","--","0.00","0.0","0.0","0","71","92","115","0.0","--","110","226","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","18:20.57.2","1","0.0","00:18:15","00:18:19","1","40"
Ciclismo en sala,2022-02-06 18:53:15,false,"Ciclismo en sala","6.67","139","00:18:20","159","173","0","0","21.8","29.0","--","--","0.00","0.0","0.0","0","71","94","--","0.0","--","0","0","0.0","0.0","1302","0","0","0","--","0:00","0.0","0:00","No","18:20.02.9","1","0.0","00:18:13","00:18:27","--","--"
Ciclismo en sala,2022-02-05 13:04:25,false,"Ciclismo en sala","19.65","439","00:52:35","165","178","0","0","22.4","29.9","--","--","0.00","0.0","0.0","0","69","123","--","0.0","--","0","0","0.0","0.0","3647","0","0","0","--","0:00","0.0","0:00","No","52:35.32.7","1","0.0","00:52:32","00:52:37","--","--"
Ciclismo virtual,2022-02-05 13:04:20,false,"Indoor","26.04","296","00:52:47","--","--","0","0","29.6","50.3","133","--","0.00","0.0","0.0","0","69","119","104","0.0","111","98","231","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","52:47.23.3","1","0.0","00:52:30","00:52:47","10","34"
Caminar,2022-02-04 15:06:13,false,"Bogotá, D.C. Caminar","0.75","36","00:09:55.2","104","117","103","119","13:09","9:21","2","--","0.74","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","09:55.16.9","1","0.0","00:09:52","00:09:55.2","2,588","2,604"
Ciclismo virtual,2022-02-03 19:57:58,false,"Indoor","24.12","273","00:51:21","--","--","0","0","28.2","42.1","68","--","0.00","0.0","0.0","0","75","96","98","0.0","109","93","160","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","51:21.00","1","0.0","00:51:16","00:51:20","11","31"
Ciclismo en sala,2022-02-03 19:57:56,false,"Ciclismo en sala","18.88","404","00:51:02","158","178","0","0","22.2","26.9","--","--","0.00","0.0","0.0","0","75","95","--","0.0","--","0","0","0.0","0.0","3853","0","0","0","--","0:00","0.0","0:00","No","51:02.08.5","1","0.0","00:51:01","00:51:02","--","--"
Ciclismo virtual,2022-02-02 20:11:41,false,"Indoor","17.07","252","00:47:32","--","--","0","0","21.5","74.4","206","--","0.00","0.0","0.0","0","66","87","102","0.0","115","92","172","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:00.00","12","0.0","00:47:26","00:47:31","3","156"
Ciclismo en sala,2022-02-02 20:11:41,false,"Ciclismo en sala","17.36","378","00:47:22","157","182","0","0","22.0","31.1","--","--","0.00","0.0","0.0","0","66","87","--","0.0","--","0","0","0.0","0.0","3145","0","0","0","--","0:00","0.0","0:00","No","47:21.74.9","1","0.0","00:47:21","00:47:22","--","--"
Ciclismo virtual,2022-02-01 19:29:58,false,"Indoor","19.46","239","00:40:29","--","--","0","0","28.8","49.3","40","--","0.00","0.0","0.0","0","81","127","112","0.0","115","103","285","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:30.00","47","0.0","00:40:22","00:40:28","52","65"
Ciclismo en sala,2022-02-01 19:29:51,false,"Ciclismo en sala","16.07","353","00:39:51","168","185","0","0","24.2","32.5","--","--","0.00","0.0","0.0","0","82","180","--","0.0","--","0","0","0.0","0.0","3277","0","0","0","--","0:00","0.0","0:00","No","39:50.78.1","1","0.0","00:39:38","00:40:23","--","--"
Ciclismo virtual,2022-01-31 19:50:26,false,"Indoor","24.14","290","00:51:36","--","--","0","0","28.1","48.9","124","--","0.00","0.0","0.0","0","75","103","104","0.0","111","98","258","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","51:36.00","1","0.0","00:51:31","00:51:35","1","23"
Ciclismo en sala,2022-01-31 19:49:45,false,"Ciclismo en sala","19.30","422","00:52:06","160","182","0","0","22.2","30.5","--","--","0.00","0.0","0.0","0","75","102","--","0.0","--","0","0","0.0","0.0","3888","0","0","0","--","0:00","0.0","0:00","No","52:06.36.2","1","0.0","00:51:25","00:52:06","--","--"
Ciclismo virtual,2022-01-29 10:57:17,false,"Indoor","20.19","236","00:41:13","--","--","0","0","29.4","50.0","59","--","0.00","0.0","0.0","0","74","94","107","0.0","109","99","180","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","41:13.00","1","0.0","00:41:07","00:41:12","-6","28"
Ciclismo en sala,2022-01-29 10:56:49,false,"Ciclismo en sala","15.63","368","00:41:29","169","185","0","0","22.6","27.8","--","--","0.00","0.0","0.0","0","73","93","--","0.0","--","0","0","0.0","0.0","3042","0","0","0","--","0:00","0.0","0:00","No","41:28.69.9","1","0.0","00:41:10","00:41:54","--","--"
Caminar,2022-01-28 15:10:11,false,"Bogotá, D.C. Caminar","1.36","64","00:21:31","101","152","26","159","15:52","2:04","2","3","16.59","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","03:56.53.7","2","0.0","00:20:38","01:04:16","2,573","2,580"
Ciclismo en sala,2022-01-27 19:51:00,false,"Ciclismo en sala","19.98","438","01:00:39","146","168","0","0","19.8","29.8","--","--","0.00","0.0","0.0","0","58","88","--","0.0","--","0","0","0.0","0.0","3524","0","0","0","--","0:00","0.0","0:00","No","01:00:39.48.6","1","0.0","01:00:34","01:01:37","--","--"
Ciclismo virtual,2022-01-27 19:50:48,false,"Indoor","24.91","275","01:02:43","--","--","0","0","23.8","52.3","126","--","0.00","0.0","0.0","0","57","86","82","0.0","84","78","180","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","01:02:42.66.3","1","0.0","01:00:53","01:02:41","3","34"
Ciclismo en sala,2022-01-26 20:00:24,false,"Ciclismo en sala","15.71","368","00:41:38","169","185","0","0","22.6","27.5","--","--","0.00","0.0","0.0","0","78","99","--","0.0","--","0","0","0.0","0.0","3256","0","0","0","--","0:00","0.0","0:00","No","41:38.12.6","1","0.0","00:41:37","00:41:40","--","--"
Ciclismo virtual,2022-01-26 19:57:50,false,"Indoor","21.10","234","00:44:30","--","--","0","0","28.5","38.7","32","--","0.00","0.0","0.0","0","76","97","100","0.0","107","91","173","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","44:30.30","1","0.0","00:44:03","00:44:29","13","18"
Ciclismo virtual,2022-01-24 20:18:16,false,"Indoor","23.87","276","00:50:49","--","--","0","0","28.2","43.5","64","--","0.00","0.0","0.0","0","75","104","103","0.0","118","94","236","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","50:49.00","1","0.0","00:50:45","00:50:48","11","31"
Ciclismo en sala,2022-01-24 20:17:59,false,"Ciclismo en sala","18.75","439","00:50:19","168","191","0","0","22.4","30.5","--","--","0.00","0.0","0.0","0","75","105","--","0.0","--","0","0","0.0","0.0","3817","0","0","0","--","0:00","0.0","0:00","No","50:18.88.5","1","0.0","00:50:17","00:50:43","--","--"
Caminar,2022-01-23 18:34:56,false,"Bogotá, D.C. Caminar","0.54","28","00:09:59.3","96","116","78","113","18:34","12:35","--","2","0.69","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","09:59.30.1","1","0.0","00:09:49","00:12:04","2,581","2,589"
Caminar,2022-01-22 20:40:08,false,"Bogotá, D.C. Caminar","2.15","108","00:32:17","109","124","83","209","15:02","9:21","--","4","0.81","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","02:31.33.7","3","0.0","00:31:54","00:34:49","2,602","2,608"
Caminar,2022-01-22 11:41:58,false,"Bogotá, D.C. Caminar","0.59","36","00:10:31","114","142","72","157","17:58","11:01","4","9","0.77","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","10:30.58.5","1","0.0","00:10:18","00:11:02","2,570","2,593"
Entreno de fuerza,2022-01-22 10:04:36,false,"Fuerza","0.00","244","01:06:57","117","162","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","55","1","0:00","0.0","0:00","No","01:06:56.89.9","1","0.0","01:06:57","01:06:57","--","--"
Caminar,2022-01-21 14:35:29,false,"Bogotá, D.C. Caminar","1.25","62","00:16:03","107","135","110","122","12:52","10:49","--","2","0.70","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","03:12.46.4","2","0.0","00:15:57","00:16:09","2,559","2,585"
Ciclismo virtual,2022-01-19 19:49:11,false,"Indoor","17.48","267","00:49:46","--","--","0","0","21.1","58.5","189","--","0.00","0.0","0.0","0","63","156","108","0.0","109","95","346","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","49:46.18.9","1","0.0","00:47:27","00:50:00","125","283"
Ciclismo en sala,2022-01-19 19:49:06,false,"Ciclismo en sala","15.43","364","00:47:19","156","182","0","0","19.6","40.2","--","--","0.00","0.0","0.0","0","65","191","--","0.0","--","0","0","0.0","0.0","3097","0","0","0","--","0:00","0.0","0:00","No","47:18.50.6","1","0.0","00:47:03","00:49:40","--","--"
Caminar,2022-01-15 17:47:44,false,"Bello Caminar","1.68","61","00:29:46","86","129","22","156","17:45","12:56","9","2","4.87","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","11:46.07.5","2","0.0","00:29:37","00:30:01","1,681","1,691"
Caminar,2022-01-15 17:08:58,false,"Medellín Caminar","0.68","47","00:15:08","107","133","83","159","22:17","13:26","--","98","0.54","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","15:08.47.6","1","0.0","00:14:57","00:15:57","1,746","1,857"
Caminar,2022-01-09 09:33:59,false,"Salento Caminar","4.39","343","01:40:39","100","138","72","163","22:56","6:31","218","188","0.62","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:00.19","6","0.0","01:37:54","03:47:46","2,434","2,662"
Caminar,2022-01-08 15:11:55,false,"Salento Caminar","0.72","51","00:15:39","110","152","77","159","21:52","14:39","17","16","0.59","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","15:39.17.7","1","0.0","00:15:18","00:21:05","1,959","1,987"
Carrera,2022-01-05 17:50:15,false,"Villarrica Carrera","4.42","259","00:41:00","152","187","111","244","9:17","5:46","41","43","0.97","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","40:59.55.3","1","0.0","00:40:58","00:41:12","1,203","1,226"
Ciclismo,2022-01-04 16:51:40,false,"Villarrica Ciclismo","12.64","426","00:50:47","169","192","0","0","14.9","32.8","248","250","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","50:47.22.4","1","0.0","00:50:34","00:55:40","742","882"
Caminar,2022-01-03 10:42:08,false,"Cunday Caminar","1.78","283","00:41:24","161","180","42","160","23:13","10:34","108","12","8.50","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","16:09.22.4","2","0.0","00:40:29","01:18:30","464","643"
Caminar,2022-01-01 14:57:31,false,"Villarrica Caminar","1.79","100","00:31:42","88","126","85","160","17:45","11:23","31","21","0.66","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","12:31.15.6","2","0.0","00:31:22","00:36:43","1,263","1,297"
Caminar,2021-12-30 11:24:27,false,"Bogotá, D.C. Caminar","1.04","46","00:16:55","98","136","44","158","16:16","11:14","2","2","1.39","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","00:39.13.8","2","0.0","00:16:40","00:18:54","2,572","2,606"
Caminar,2021-12-29 20:47:45,false,"Bogotá, D.C. Caminar","0.85","41","00:14:22","102","112","51","154","16:58","10:27","4","2","1.15","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","14:22.34.6","1","0.0","00:14:11","00:15:21","2,560","2,564"
Caminar,2021-12-21 07:40:42,false,"Bogotá, D.C. Caminar","0.76","39","00:14:09","101","124","63","117","18:34","11:14","2","2","0.85","0.0","0.0","0","0","0","--","0.0","--","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","No","14:09.48.9","1","0.0","00:13:25","00:51:33","2,559","2,571"
