Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Road Cycling,2021-07-18 07:13:44,false,"Rionegro Road Cycling","65.40","1,629","03:39:52","155","194","5.0","0","0","17.8","56.1","1,017","1,006","0.00","0.0","0.0","0","58","120","--","0.0","--","0","0","0.0","0.0","10709","0","0","0","0:00","13.0","0:00","No","03:48.39.3","9","0.0","34","20","43","03:25:18","04:58:03","2,124","2,620"
Road Cycling,2021-07-17 07:30:31,false,"Rionegro Road Cycling","54.05","1,403","02:37:20","170","192","5.0","0","0","20.6","56.4","789","786","0.00","0.0","0.0","0","61","112","--","0.0","--","0","0","0.0","0.0","8470","0","0","0","0:00","17.0","0:00","No","17:29.61.4","7","0.0","38","20","46","02:34:06","03:27:12","2,114","2,265"
Indoor Cycling,2021-07-16 06:21:31,false,"Indoor Cycling","14.22","325","00:40:02","149","176","3.1","0","0","21.3","47.1","--","--","0.00","0.0","0.0","0","81","126","--","0.0","--","0","0","0.0","0.0","3258","0","0","0","0:00","18.0","0:00","No","40:01.71.7","1","0.0","33","19","41","00:40:02","00:40:02","--","--"
Indoor Cycling,2021-07-15 06:34:21,false,"Indoor Cycling","16.16","412","00:45:02","161","184","3.6","0","0","21.5","38.8","--","--","0.00","0.0","0.0","0","88","112","--","0.0","--","0","0","0.0","0.0","4006","0","0","0","0:00","20.0","0:00","No","45:02.00.9","1","0.0","37","15","45","00:45:02","00:45:02","--","--"
Indoor Cycling,2021-07-14 06:26:24,false,"Indoor Cycling","6.28","158","00:18:04","152","180","2.6","0","0","20.9","42.6","--","--","0.00","0.0","0.0","0","95","174","--","0.0","--","0","0","0.0","0.0","1606","0","0","0","0:00","21.0","0:00","No","18:03.70.3","1","0.0","34","20","42","00:18:01","00:19:10","--","--"
Road Cycling,2021-07-11 08:01:10,false,"Rionegro Road Cycling","53.08","1,275","02:29:23","172","194","5.0","0","0","21.3","58.2","745","741","0.00","0.0","0.0","0","62","116","--","0.0","--","0","0","0.0","0.0","8427","0","0","0","0:00","14.0","0:00","No","16:12.46","7","0.0","38","22","48","02:26:36","03:28:46","2,011","2,537"
Indoor Cycling,2021-07-09 06:22:57,false,"Indoor Cycling","6.55","165","00:18:01","164","183","3.1","0","0","21.8","36.6","--","--","0.00","0.0","0.0","0","95","143","--","0.0","--","0","0","0.0","0.0","1714","0","0","0","0:00","23.0","0:00","No","03:00.96.2","4","0.0","36","24","45","00:18:01","00:18:01","--","--"
Indoor Cycling,2021-07-08 06:09:26,false,"Indoor Cycling","17.09","419","00:45:02","170","188","4.6","0","0","22.8","38.1","--","--","0.00","0.0","0.0","0","86","107","--","0.0","--","0","0","0.0","0.0","3889","0","0","0","0:00","20.0","0:00","No","45:02.24.3","1","0.0","37","21","44","00:45:02","00:45:02","--","--"
Road Cycling,2021-07-05 07:47:43,false,"Rionegro Road Cycling","48.97","998","01:50:55","174","195","5.0","0","0","26.5","59.1","515","511","0.00","0.0","0.0","0","65","116","--","0.0","--","0","0","0.0","0.0","6786","0","0","0","0:00","16.0","0:00","No","02:45.97.7","7","0.0","39","20","47","01:49:10","01:56:15","2,099","2,252"
Road Cycling,2021-07-03 10:30:04,false,"Rionegro Road Cycling","3.09","86","00:11:47","144","181","2.3","0","0","15.8","46.0","40","44","0.00","0.0","0.0","0","33","89","--","0.0","--","0","0","0.0","0.0","283","0","0","0","0:00","25.0","0:00","No","11:46.62.2","1","0.0","30","21","41","00:11:02","00:11:58","2,084","2,115"
Road Cycling,2021-07-03 07:08:42,false,"Rionegro Road Cycling","51.69","1,014","02:00:31","167","192","5.0","0","0","25.7","53.7","447","437","0.00","0.0","0.0","0","60","112","--","0.0","--","0","0","0.0","0.0","6601","0","0","0","0:00","17.0","0:00","No","08:30.48.9","7","0.0","38","18","47","01:58:09","02:01:16","2,112","2,193"
Indoor Cycling,2021-06-29 07:27:29,false,"Indoor Cycling","5.72","150","00:20:02","143","171","2.9","0","0","17.1","31.5","--","--","0.00","0.0","0.0","0","90","127","--","0.0","--","0","0","0.0","0.0","1795","0","0","0","0:00","19.0","0:00","No","20:02.10.9","1","0.0","33","21","40","00:19:36","00:20:02","--","--"
Road Cycling,2021-05-29 08:04:02,false,"Rionegro Road Cycling","33.80","873","02:34:46","138","190","5.0","0","0","13.1","61.8","575","696","0.00","0.0","0.0","0","62","111","--","0.0","--","0","0","0.0","0.0","4880","0","0","0","0:00","17.0","0:00","No","11:05.27.5","5","0.0","31","12","45","01:29:48","02:34:46","1,921","2,222"
Road Cycling,2021-05-28 07:04:22,false,"Rionegro Road Cycling","47.02","1,023","02:03:05","162","187","5.0","0","0","22.9","49.6","601","605","0.00","0.0","0.0","0","65","110","--","0.0","--","0","0","0.0","0.0","6876","0","0","0","0:00","14.0","0:00","No","15:47.08","6","0.0","38","22","48","01:54:44","02:03:05","2,092","2,175"
